,Company
1445,"Suncor Energy Inc., for and on behalf of Suncor Energy Products Partnership"
1446,"Suncor Energy Inc., for and on behalf of Suncor Energy Products Partnership"
1447,Suncor Energy Marketing Inc
1448,Suncor Energy Marketing Inc
1449,Suncor Energy Marketing Inc.
1450,Suncor Energy Marketing Inc.
1451,Suncor Energy Marketing Inc./Suncor Energy Inc.
1452,Suncor Energy Products Inc
1453,Suncor Energy Products Inc
1454,Suncor Energy Products Partnership Inc
1455,Suncor Energy Products Partnership Inc
1456,"Suncor Energy Products Partnership, a general partnership by its partner, Suncor Energy Products Inc."
1457,"Suncor Energy Products Partnership, as a general partnership by its partner, Suncor Energy Products Inc."
1458,Suncor Energy USA Inc
1459,Sunoco Inc R and M
1460,Sunoco Logistics Partners Operations GP LLC on behalf of Sunoco Pipeline LP
1461,"Sunoco Partners Marketing & Terminals, L.P."
1462,"Sunoco Partners Marketing & Terminals, L.P."
1463,Sunoco Pipeline L.P.
1464,Sunshine Wave Investment Inc.
1465,Sunwest Canada Energy Limited
1466,Sunwest Energy Corp.
1467,Sunwest Environmental Corporation
1468,Superior Crude Trading Company
1469,Superior Gas Liquids
1470,"Superior Gas Liquids, a division of Superior Gas Liquids Partnership"
1471,"Superior Gas Liquids, a division of Superior Gas Liquids Partnership"
1472,"Superior General Partner Inc., on behalf of Superior Plus LP"
1473,Superior Plus Energy Services Inc.
1474,Superior Plus Energy Services Inc.
1475,Superior Plus L P
1476,Superior Plus LP Operating as Superior Gas Liquids
1477,"Susquehanna Energy Products, LLC (changed name to SIG Holding LLC)"
1478,Sword Energy Limited
1479,Synergy Liquids LLC
1480,SYNERGY Power Marketing Inc.
1481,"Talen Energy Marketing, LLC"
1482,Talisman Energy Inc
1483,Talisman Energy Inc.
1484,Talisman Energy Inc.
1485,Talisman Energy Inc. on behalf of Talisman Energy Canada
1486,Tamarack Acquisition Corp.
1487,Tamarack Acquisition Corp.
1488,Tamarack Acquisition Corp.
1489,TAQA NORTH by its managing partner TAQA NORTH Ltd.
1490,Taqa North Ltd
1491,TAQA North Ltd.
1492,TAQA North Ltd.
1493,TAQA NORTH Ltd.
1494,"Targa Canada Liquids, Inc."
1495,Targa Downstream LP
1496,Targa Liquids Marketing and Trade
1497,Targa Resources Inc
1498,Targa Transport LLC
1499,Targray Americas Inc.
1500,Taurus Exploration Canada Ltd.
1501,"TC Ravenswood, LLC"
1502,TCF Holding AG
1503,TEC Energy Inc.
1504,Teck Canadian Energy Sales Limited
1505,Teck Cominco Metals Ltd. (changed name to Teck Metals Ltd.)
1506,Teck Cominco Metals Ltd. (changed name to Teck Metals Ltd.)
1507,Teck Metals Ltd. (formerly Teck Cominco Metals Ltd.)
1508,Teck Metals Ltd. (formerly Teck Cominco Metals Ltd.)
1509,TEML Westspur Pipelines Limited
1510,TEML Westspur Pipelines Limited
1511,TEML Westspur Pipelines Limited
1512,Tenaska Marketing Canada
1513,Tenaska Marketing Canada
1514,"Tenaska Marketing Canada, a division of Tenaska Marketing Ventures Corp."
1515,Tenaska Power Canada
1516,Tennessee Gas Pipeline Company
1517,Terasen Gas Inc (Changed name to FortisBC Energy Inc)
1518,Terasen Gas Inc.
1519,Terasen Huntingdon Inc.
1520,Terasen Huntingdon Inc.
1521,Terasen Pipelines (Trans Mountain) Inc. (Name changed to Trans Mountain Pipeline Inc.)
1522,Terasen Pipelines (Trans Mountain) Inc. (Name changed to Trans Mountain Pipeline Inc.)
1523,Terra Energy Corp.
1524,Terra Energy Corp.
1525,Tervita Corporation
1526,Tervita LLC
1527,Tesoro Canada Supply and Distribution
1528,Tesoro Canada Supply and Distribution Ltd
1529,Texadian Energy Canada Limited
1530,Texas Liquids Partners LLC
1531,Texas Liquids Partners LLC
1532,Texas Power GP LLC (changed name to J.P. Morgan Commodities Canada Corporation
1533,Texon Canada ULC
1534,Texon Canada ULC
1535,TexPar Energy LLC
1536,The Queen in Right of the Province of New Brunswick
1537,The Redwood Group LLC
1538,The Redwood Group LLC
1539,Thompson Mitchell Ironworks
1540,THRIWING CAPITAL CORP.
1541,Tidal Energy Marketing Inc
1542,Tidal Energy Marketing Inc
1543,Tidal Energy Marketing Inc.
1544,Tidal Energy Marketing Inc.
1545,Tidal Energy Marketing Inc.
1546,Tidal Energy Marketing US LLC
1547,Tidewater Midstream and Infrastructure Ltd
1548,Tidewater Midstream and Infrastructure Ltd.
1549,Titan Gas LLC
1550,Toledo Refining Company LLC
1551,Tombstone Energy Solutions Ltd.
1552,Tombstone Energy Solutions Ltd.
1553,"Tombstone Energy Solutions, LP"
1554,Top Speed Energy BC Corp
1555,Top Speed Energy BC Corp
1556,"TOTAL Gas & Power North America, Inc."
1557,"Total Trading and Maketing Canada LP, by its general partner Total Canada Limited"
1558,Total Trading and Marketing Canada LP
1559,Tourmaline Oil Corp
1560,"Tracel Energy Marketing Inc., on behalf of Tracel Energy Marketing Limited Partnership 1"
1561,Trading and Transportation Management LLC
1562,Trading and Transportation Management LLC
1563,Trafigura A.G.
1564,Trafigura AG
1565,Trafigura Canada General Partnership
1566,Trafigura Canada General Partnership by its Managing Partner Trafigura Marketing Ltd
1567,Trafigura Trading LLC
1568,Trafigura Trading LLC
1569,TrailStone Power LLC
1570,"TranAsia Global LNG, LLC"
1571,Trans Mountain Pipe Line Company Ltd (Name changed to Trans Mountain Pipeline Inc.)
1572,Trans Mountain Pipe Line Company Ltd. (Name changed to Trans Mountain Pipeline Inc.)
1573,Trans Mountain Pipeline Inc.
1574,Trans Mountain Pipeline Inc.
1575,Trans Mountain Pipeline ULC
1576,Trans Mountain Pipeline ULC
1577,Trans Québec & Maritimes Pipeline Inc
1578,Trans-Northern Pipelines Inc
1579,Trans-Northern Pipelines Inc.
1580,TransAlta Energy Marketing Corp.
1581,TransAlta Energy Marketing Corp.
1582,TransCanada Energy Ltd
1583,TransCanada Energy Ltd
1584,TransCanada Energy Ltd.
1585,TransCanada Energy Marketing Ltd (formerly TransCanada Energy Ltd)
1586,TransCanada Energy Marketing ULC (formerly TransCanada Energy Marketing Ltd)
1587,TransCanada Energy Sales Ltd.
1588,"TransCanada Gas Storage USA, Inc."
1589,TransCanada Keystone Pipeline GP Ltd.
1590,TransCanada Keystone Pipeline GP Ltd.
1591,TransCanada Keystone Pipeline GP Ltd.
1592,TransCanada Liquids Marketing Ltd
1593,TransCanada PipeLines Limited
1594,TransCanada PipeLines Limited
1595,TransCanada PipeLines Limited
1596,TransCanada PipeLines Limited
1597,TransCanada PipeLines Limited
1598,TransCanada PipeLines Limited B.C. System
1599,TransCanada PipeLines Limited B.C. System
1600,TransCanada Power Corp
1601,"TransCanada Power Marketing Inc. ""TCPM"""
1602,TransCanada Power Marketing Ltd.
1603,TransCanada Power Marketing Ltd.
1604,TransGas Limited
1605,TransGas Limited
1606,Transmontaigne Marketing Canada Inc.
1607,TransMontaigne Product Services Inc.
1608,Travlan Energy LLC
1609,Triton LNG Limited Partnership
1610,True Energy Inc
1611,True Energy Inc.
1612,True North Energy Corporation
1613,Tundra Energy Marketing Limited
1614,Tundra Oil & Gas Limited
1615,Tundra Oil & Gas Limited on behalf of Tundra Oil & Gas Partnership
1616,Tundra Oil & Gas Partnership
1617,Twin Cities Power - Canada ULC
1618,"Twin Cities Power - Canada, Ltd."
1619,Twin Eagle Crude and Leasehold Gathering LLC
1620,Twin Eagle Midstream Assets LLC
1621,Twin Eagle Resource Management Canada LLC
1622,"Twin Eagle Resource Management Canada, LLC"
1623,"Twin Eagle Resource Management Canada, LLC"
1624,"Twin Eagle Resource Management Canada, LLC"
1625,"Twin Eagle Resource Management, LLC"
1626,Twin Rivers Paper Company Inc
1627,Twin Rivers Paper Company Inc
1628,Twin Rivers Paper Company Inc.
1629,Twin Rivers Paper Company Inc.
1630,"TXPC, LLC"
1631,"U.S. Gas & Electric, Inc."
1632,UBS AG
1633,UBS Warburg Energy Canada Ltd.
1634,UET CanaRail ULC
1635,"UET CanaRail, ULC"
1636,UGI Energy Services LLC
1637,Ultramar Ltd
1638,Ultramar Ltd
1639,Union Gas Limited
1640,Union Gas Limited
1641,Union Gas Limited
1642,Union Gas Limited
1643,Union Gas Limited
1644,Union Import Export
1645,Unipec America Inc
1646,Uniper Global Commodities North America LLC
1647,Uniper Trading Canada Ltd.
1648,United Energy Trading Canada ULC
1649,United Energy Trading Canada ULC
1650,"United Energy Trading Canada, ULC"
1651,United Liquid Gas Company dba United Pacific Energy
1652,United Refining Company
1653,United States Gypsum Company
1654,US Oil & Refining Co
1655,US Oil Co Inc
1656,US Oil Trading LLC
1657,US Venture Inc.
1658,USD Marketing LLC
1659,"USGen New England, Inc."
1660,Utexam Limited
1661,V.P. Morgan Trading & Transportation Management
1662,Valero Marketing And Supply Company
1663,Vantage Pipeline Canada ULC
1664,Vault Energy Inc.
1665,Vector Pipeline Limited Partnership
1666,Vector Pipeline Limited Partnership
1667,Vector Pipeline Limited Partnership
1668,Venturion Oil Limited
1669,Venturion Oil Limited
1670,Venturion Oil Limited
1671,Venturion Oil Limited
1672,Veresen Energy Infrastructure Inc
1673,Veresen Energy Infrastructure Inc.
1674,Veresen Energy Infrastructure Inc.
1675,Veresen Energy Pipeline Inc.
1676,Veresen NGL Pipeline Inc.
1677,Vermilion Energy Inc
1678,Vermilion Energy Inc.
1679,Vermont Gas Systems Inc
1680,Vista Energy Marketing LP
1681,Vitol Inc
1682,Vitol Inc
1683,Vitol Inc
1684,Vitol Inc.
1685,Warner Petroleum Corporation
1686,WCC LNG Ltd.
1687,WesPac Midstream-Vancouver LLC
1688,West Oaks Energy NY-NE LP
1689,Westcoast Energy Inc.
1690,Westcoast Energy Inc.
1691,Westcoast Gas Services Inc.
1692,Western Alliance Tubulars Ltd.
1693,Western Gas Marketing Limited
1694,Western Petroleum Company
1695,Western Petroleum Company
1696,Westover Express Pipeline Limited
1697,Westover Express Pipeline Limited
1698,White Arrow Service Stations
1699,"White Mountain Oil Co., Inc."
1700,Whitecap Resources Inc.
1701,Whitecap Resources Inc.
1702,Whitecap Resources Inc.
1703,Wild Stream Exploration Inc.
1704,"Williams Energy (Canada) Pipeline, Inc."
1705,"Williams Energy (Canada), Inc."
1706,"Williams Energy (Canada), Inc."
1707,Williams Energy Canada ULC
1708,"Williams Energy Marketing & Trading Canada, Inc."
1709,Williams Gas Marketing Inc
1710,Williams Horizon Offgas ULC
1711,"Williston Hunter Canada, Inc."
1712,"Williston Hunter Canada, Inc."
1713,Windmill Green Fund LP V
1714,Windsor Detroit Borderlink Limited
1715,Windsor Storage Faculity Joint Venture
1716,Windstar LPG Inc
1717,Windstar LPG Inc
1718,Wisconsin Public Service Corporation
1719,Woodfibre LNG Export Pte. Ltd.
1720,Woodside Energy Holdings Pty Ltd.
1721,World Fuel Services Canada Inc
1722,World Fuel Services Canada ULC
1723,"World Fuel Services, Inc."
1724,"World Fuel Services, Inc."
1725,"WPS Canada Generation, Inc."
1726,"WPS Energy Services, Inc. (name change to Integrys Energy Services, Inc.)"
1727,"WPX Energy Marketing, LLC"
1728,Xpress Natural Gas LLC
1729,Yankee Gas Services Company
1730,Yoho Resources Inc
1731,Yoho Resources Inc.
1732,Young YZ International Holding LTD.
1733,Yudinn Energy Inc.
1734,Yukon Pipelines Limited
1735,Canada Energy Regulator
