link,submitter,date,name
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2451417,National Energy Board,2014-04-23,Letterto Canada Imperial Oil Limited re gas export and import - A3W0H1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2451219,National Energy Board,2014-04-23,Letter to Imperial Oil Resources Limited in its capacity as general and limited partner of Imperial Oil Resources - A3W0F6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2451191,National Energy Board,2014-04-22,A3-1 Notice and Application to Participate to TransCanada Pipelines Limited - A3V9Z5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2450482,Enbridge Pipelines Inc.,2014-04-15,Letter to NEB re Plan Profile and Book of Reference and Section 34 Notices - A3V8X6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445258,National Energy Board,2014-04-01,"Letter to Merrill Lynch Commodities, Inc. - A3V5T1"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2445101,National Energy Board,2014-03-25,Letter - A3V4I7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2434686,National Energy Board,2014-03-21,Letter to Enbridge Pipelines Inc - A3V4A0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2434986,National Energy Board,2014-03-17,Letter to Chevron Alberta Gas Storage ULC - A3V3A4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2432442,National Energy Board,2014-03-13,Letter to Trans Quebec and Maritimes Pipeline Inc. re Application for Lachenaie Receipt Meter Station Project - A3V2Q8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2432613,National Energy Board,2014-03-12,Letter to Noble Americas Gas & Power Corp. - A3V2I7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2432300,National Energy Board,2014-03-06,Letter to Atlantic Power Energy Services (Canada) Inc. - A3V1F9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2432122,Sonya Makaroff,2014-03-06,Letter - A3V1A3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2432205,National Energy Board,2014-03-05,Letter to Energy West Resources - Lettre à Energy West Resources - A3V0Z7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2423787,National Energy Board,2014-02-21,"Letter to Iberdrola Energy Services, LLC - A3U8T0"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2421642,National Energy Board,2014-02-21,"Letter to Iberdrola Canada Energy Services, Ltd. - A3U8T4"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2426381,National Energy Board,2014-02-19,"Letter to Puget Sound Energy, Inc. Natural Gas Short-Term Export Order GO-017-2014 - A3U8A5"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2419416,Devon Canada Corp.,2014-02-13,Letter - A3U6V0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2415076,National Energy Board,2014-02-11,Letter to BP Canada - A3U1Q3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2414587,Anne Losier,2014-02-11,A3-1 - Notice of Public Hearing and Application to Participate update - A3U1I4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2413733,National Energy Board,2014-02-07,A2-1 - Notice to NOVA Gas Transmission Ltd. Integration Asset Transfer Project - A3T8T1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2413999,National Energy Board,2014-02-05,A3-1 Letter to NGTL re Hearing Order GH-001-2014 - A3T7U8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2404636,National Energy Board,2014-01-27,A7-22 - Letter and Attachment to T'Sou-ke First Nation (Sooke) - A3T3D5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2404410,National Energy Board,2014-01-22,Letter to Hydro-Québec ZO-Q016-001-2014 to ZO-Q016-009-2014 - A3T1T1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2404407,National Energy Board,2014-01-22,Letter to NEB Regulated Companies re Traditional Territory Analysis for Non-Hearing Applications - A3T1R5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2406931,National Energy Board,2014-01-16,Letter to 1057533 Alberta Ltd. Gething Source Water Pipeline Tie-in - A3T0K6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2398378,National Energy Board,2014-01-09,Aurora Liquefied Natural Gas Ltd. - NEB letter - A3S9Q8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2398117,Devon Canada Corp.,2013-12-23,C-06-01 - Devon Canada Corp Application to Participate - A3S7X5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2396779,National Energy Board,2013-12-18,Letter to Superior General Partner Inc. on behalf of Superior Plus LP - A3S5Y6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2396679,National Energy Board,2013-12-18,Letter to Shell Canada Limited re propane and butane export - A3S6J5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2396557,National Energy Board,2013-12-18,Letter to Superior Gas Liquids - exportation of propane - A3S5Z8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2396459,National Energy Board,2013-12-18,Letter to Spectra Energy Empress Management Inc. re propane and butane export - A3S6J9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2396448,National Energy Board,2013-12-18,"Letter to Targa Canada Liquids, Inc. - A3S5Z0"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2396122,National Energy Board,2013-12-18,Letter - A3S5Z4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2396026,National Energy Board,2013-12-18,Letter to State Resources Investment Corporation re propane and butane export - A3S6K3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2395788,National Energy Board,2013-12-18,Letter to Stittco Energy Limited - A3S5Y2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2394376,National Energy Board,2013-12-17,Letter to Marathon Oil Canada Corporation - short term export - A3S5U2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2394374,National Energy Board,2013-12-17,Letter to GFL Environmental Inc. - Short term heavy and light crude export - A3S5S4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2394179,National Energy Board,2013-12-17,Letter to Statoil Canada Ltd. - A3S5T5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2392659,National Energy Board,2013-12-13,"Order ROE-10702014 to Twin Eagle Resources Management Canada, LLC re oil export - A3S0D8"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2385838,National Energy Board,2013-12-09,Letter to Parties Names in the Distribution List for the 2009 Review of the Multi-Pipeline Cost of Capital Decsion (RH-2-94) - A3R7T5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381644,National Energy Board,2013-12-04,Letter to J. Aron and Company re oil export - A3R5Q7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381968,National Energy Board,2013-12-03,Letter to MX Petoleum Corp. - A3R5I1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381638,National Energy Board,2013-12-03,Letter to NGL Supply Co. Ltd. - A3R5J7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381305,National Energy Board,2013-12-03,Letter to Marathon Petroleum Trading Canada LLC - A3R5G5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381951,National Energy Board,2013-12-02,Letter to Macquarie Oil Services Canada Ltd. - A3R4T5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381837,National Energy Board,2013-12-02,"Letter to Global Gas, Inc. re propane export - A3R4Q5"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381834,National Energy Board,2013-12-02,Letter to Gestion Énergie Québec Inc. re propane export - A3R4L3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381612,National Energy Board,2013-12-02,Letter to Ferrell North America re propane and butane export - A3R4S3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381506,National Energy Board,2013-12-02,Letter to Fathom Energy Inc. re propane and butane export - A3R4R9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381504,National Energy Board,2013-12-02,Letter to Global Companies LLC re propane and butane export - A3R4Q1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381388,National Energy Board,2013-12-02,Letter to Gas Supply Resources Holdings Inc. re propane and butane export - A3R4S7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381287,National Energy Board,2013-12-02,"Letter to Gavilon, LLC re propane export - A3R4T1"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381058,National Energy Board,2013-12-02,Letter to Gibson Energy ULC re propane and butane export - A3R4L7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381698,National Energy Board,2013-11-29,Letter to Flint Hills Resources LP Export on short term basis - A3R3U7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381480,National Energy Board,2013-11-29,"Letter to Gibson Energy ULC, Managing Partner of Gibson Energy Partnership - A3R3V5"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381372,National Energy Board,2013-11-29,Letter to Marathon Petroleum Trading Canada LLC - Export on Short Term basis - A3R3V9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381371,National Energy Board,2013-11-29,Letter to MacEwen Petroleum Inc. - Export on a Short term basis - A3R3V1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2381150,National Energy Board,2013-11-28,A40-1 - MH-001-2013 Procedural Directive No. 2 - Group 2 Set-aside mechanism filings - A3R3U3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/2376664,NEB,2013-11-25,A3R2V0 - Generic_Letter_-_English_and_French_-_2013.pdf
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1065671,NEB,2013-11-22,A3R1R4 - Letter
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1065646,NEB,2013-11-22,A3R1H2 - Letter to Elbow River Marketing Ltd. re propane and butane export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1065007,NEB,2013-11-22,A3R1S2 - Letter
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1064881,NEB,2013-11-22,A3R1F0 - Letter to Crystal Flash Limited Partnership of Michigan re propane export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1064810,NEB,2013-11-22,A3R1R8 - Letter to Factor Energy (U.S.) Inc.
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1064792,NEB,2013-11-22,A3R1G8 - Letter to Dow Chemical Canada ULC re propane and butane export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1063984,NEB,2013-11-22,A3R1G4 - Letter to Dead River Company re propane export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1064039,NEB,2013-11-21,A3R0Q7 - Letter to Chevron Canada Limited re propane and butane export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1063796,NEB,2013-11-21,A3R0L9 - Letter to Burnwell Gas of Canada Ltd re propane export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1063728,NEB,2013-11-21,A3R0T7 - Letter to Consumers' Co-operative Refineries Limited re propane and butane export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1063722,NEB,2013-11-21,A3R0R4 - Letter to CityService Valcon LLC re propane export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1064113,NEB,2013-11-20,A3R0G6 - Letter to NuStar Supply and Trading LLC re oil export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1064015,NEB,2013-11-20,A3R0H0 - Letter to BP West Coast Products LLC re oil export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1063897,NEB,2013-11-20,A3R0G2 - Letter to United Refining Company re oil export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1063678,NEB,2013-11-20,A3R0F6 - Letter to Vermilion Energy Inc re oil export
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1063508,NEB,2013-11-20,A3R0C3 - Letter to Aux Sable Midstream LLC re export of propane and butane
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1063284,NEB,2013-11-20,A3R0A9 - Letter to Amerigas Propane re export of propane
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1063177,NEB,2013-11-20,A3R0C7 - Letter to CHS Inc. re export of propane and butane
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1063076,NEB,2013-11-20,"A3R0A5 - Letter to Alliance Energy Services, LLC re application authorization"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1063478,NEB,2013-11-19,A3Q9W5 - Letter of direction to Triton LNG Limited Partnership
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1057180,"Wier, Josette",2013-10-25,"Wier, Josette - Amendment Oct 13- letter to JRP - A3Q2S3"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1055649,New Brunswick Energy Marketing Corporation,2013-10-22,A3Q1R4 - Letter
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1055428,New Brunswick Power Corporation,2013-10-22,A3Q1R6 - Letter
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1050256,NEB,2013-10-18,A51-1 - Letters to all Parties - Final Argument - Update A3Q1F1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1044711,NEB,2013-10-04,A3L7Z9 - Letter to NOVA Gas Transmission Ltd re Application for MacKay Sales Meter Station under s. 58 of the NEB Act
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1044152,NEB,2013-10-02,A3L6W4 - Letter to Jordan Cove LNG L.P. regarding the Application for a Licence to Export Natural Gas pursuant to section 117 of the National Energy Board Act
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1042904,NEB,2013-09-26,"A46-1 - Letter to Mr. McCormick, Environment Canada and Enbridge - Comment Process - Notice of Motion - Jesse McCormick - A3L5D6"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1041245,Alberta Department of Energy,2013-09-23,C4-1 - ADOE RH-002-2013 ADOE Intervention - TransCanada TAPS Applications - A3L3S8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1041186,Enbridge Gas Distribution Inc.,2013-09-23,C2-1 - EGDI_Participation Letter - A3L3T0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1040982,BP Canada Energy Company ULC,2013-09-20,C1-2 - RH-002-2013 - Letter to NEB re Process - Final - A3L3J3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1040138,Suncor Energy Marketing Inc.,2013-09-19,C32-6-1 - Suncor Letter of Intention for Final Argument A3L2R7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1040129,Dr. Nicole Goodman/ Burlington Residents,2013-09-19,C50-6-1 etter of Intent to Participate in Oral Hearing A3L2Q5 - Enbridge
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1039969,NEB,2013-09-18,A2-1 - Lettre to TransCanada -- Procedural Matters and Directives - A3L2J6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1039894,Aamjiwnaang First Nation and Chippewas of the Thames First Nation,2013-09-18,C1-7-1 - AFN COTTFN Letter re Final Argument A3L2F8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1039753,CEP,2013-09-18,C9-6-1 - CEP letter - Final Argument A3L2I7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1039679,Equiterre (Coalition),2013-09-18,C13-9 - Intention to present oral final argum. A3L2E0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1037945,"Philippe Chenard, Program and Policy Manager",2013-09-16,C16-6-1 - GLSLCI Letter to the NEB - Public Hearings A3L1D4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1038082,Suncor Energy Marketing Inc.,2013-09-15,C32-5-1 Cover Letter to NEB re French translation of Response to NEB IR #1 A3L0X8 -
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1036406,Ontario Pipeline Landowners Association (OPLA),2013-09-13,C21-13 - OPLA Letter re Oral Final Argument A3L0I3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1035847,Alberta Department of Energy,2013-09-12,C35-2-1 ADOE Hearing Participation - A3L0F8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1035894,DurhamCLEAR,2013-09-11,C12-9-1 - Letter appearance in Toronto FinalArgumentLetter A3K9U7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1032084,Suncor Energy Marketing Inc.,2013-09-05,C32-4-1 - SEMI Responses to NEB Information Request No 1- Cover Letter A3K8G5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1028236,Prince Rupert LNG,2013-09-03,A3K7X9 - Letter Regarding Reply Comments of Prince Rupert LNG
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1021636,Nideva Properties Inc.,2013-08-26,A3K5S4 - Letter
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1021617,Great Lakes and St. Lawrence Cities Initiative,2013-08-23,C16-5-1 - Letter - Intention for Final Argument- A3K5Q5
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1019071,NEB,2013-08-20,A9-1 - RH-001-2013 Procedural Matters and Directives - A3K4Q2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/1007119,IGUA,2013-08-16,A3K3W7 - 013-08-16 Letter to NEB
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/998100,NEB,2013-08-14,A3K2Y7 - Woodfibre LNG Export Pte. Ltd. Application for a Licence to Export Liquefied Natural Gas (LNG) pursuant to section 117 of the NEB Act
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/996610,NEB,2013-08-13,A3-20 - Letter to T'Sou-ke First Nation (Sooke) - A3K2K6
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/985656,Christopher Powell,2013-08-08,C59-12-1 - Letter - Request for extension to deliver evidence A3K0H0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/979292,NEB,2013-07-26,A22-1 - Letter to All Parties - Providing Written Evidence - A3J5D2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/977720,Alberta Department of Energy,2013-07-24,C20-1a - ADOE MH-001-2013 LMCI Application for Intervention - July 24 2013 - A3J4K1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/977452,NEB,2013-07-24,A3J4J1 - Letter - Legislated Time Limit and Decision on Process
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/972576,NEB,2013-07-12,A11-1 - Letter - Application to Participate - A3J0Z4
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/964980,Association of Power Producers of Ontario,2013-06-24,C1-1 - TCPL Tariff Proposals - APPrO Notice of Intention to Participate - A3I6J3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/964253,Encana Corporation,2013-06-24,C10-1 - Encana Corporation - Notice of Intention to Participate Mainline RH-001-2013 - A3I6J1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/964067,Alberta Department of Energy,2013-06-23,C22-1 - ADOE Application for Intervention - TransCanada Tariff Proposals - A3I6A7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/963689,IGUA,2013-06-21,C3-1 - IGUA Notice of Intention to Participate - A3I5Z1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/962651,NEB,2013-06-13,A3I4K0 - Letter to Nova Gas Transmission Ltd. Chinchaga Lateral Loop No. 3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/961266,NEB,2013-06-06,A3I2U2 - Letter and Erratum AO-003-EPE-326 Sarcen Power LP
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/949091,NEB,2013-05-06,A4-1 - Process Update - Group 2 companies for Set-Aside and Collection Mechanism filings related to Abandonment Funding - MH-001-2013 - A3H5C7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/947135,NEB,2013-04-22,A3H2Q0 - Letter to Mieco Inc.
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/945029,Alberta Department of Energy,2013-04-17,C35-1-1 - ADOE OH-2-2013 Appl for Intervention Ltr - A3G9T1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/944942,NEB,2013-04-17,A3G9Q8 - Letter to LMCI Interested Parties
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/944132,NEB,2013-04-16,A2-1 - Public Information Sessions NEB regulated companies - Set-Aside and Collection Mechanism filings -A3G8W1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/942382,Panel-Commission,2013-04-12,A346-3 - Panel-Commission - Attachment A - Conditions – Questions and Answers - A3G7W9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/942376,Panel-Commission,2013-04-12,A346-1 - Panel-Commission - Potential Conditions – Cover Letter - A3G7W7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/933895,Enbridge Pipelines Inc.,2013-03-14,B7 - Letter to NEB re Confirmation of Public Notices - A3G0K7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/928357,NEB,2013-03-11,A2-1 Letter to Enbridge - Edmonton to Hardisty Pipeline Project - A3F9G9
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/927438,Enbridge Pipelines Inc.,2013-03-05,B3 - Letter to NEB regarding bibliotheque de Montreal - A3F8G1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/915650,NEB,2013-02-01,A17-1 - RH-001-2011 Procedural Update Oral Hearing Details - A3F1Y0
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/904735,NEB,2013-01-16,A3E7X8 - 2013-01-16 Letter and Order AO-001-ROE-006-2013
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/893968,NEB,2012-12-10,A3E1H8 - Letter
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/893194,C.J. Peter Associates Engineering,2012-12-07,"D25-21-1 - Response to JRP Request for Comments, Gitxaala Nation Notice of Constitutional Question - A3E0L9"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/876507,NEB,2012-10-18,A3C5J0 - Recommendations to the Board by the Land Matters Group Public Involvement Workshop Sub-Committee
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/875476,Panel-Commission,2012-10-17,12-10-17 - Panel-Commission - Response Letter - Status Update for the Enbridge Northern Gateway Project - A3C4V7
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/873172,Enbridge Pipelines Inc.,2012-10-11,A3C2H4 - Letter to NEB - Line 9B Reversal Pre-Application Information
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/872783,Alberta Department of Energy,2012-10-11,C17-1 - Alberta Department of Energy - Application for Intervention - 11102012 - A3C1Z3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/869339,Trans Mountain Pipeline ULC,2012-10-02,B6 - TM letter to NEB re Public Notice 2 Oct - A3A7E8
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/868055,NEB,2012-09-28,A3A6A1 - Letter to NOVA Gas Transmission Ltd. - Leismer to Kettle River Crossover - Approval of Draft PPBoR and Notices
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/865722,NEB,2012-09-25,A3A4H6 - LNG Canada Development Inc. Application for a Licence to Export LNG
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/855778,"Cullen, Nathan",2012-08-31,"D44-8-1 - Cullen, Nathan - Letter re Witness List follow-up - A2Z2Z8"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/836074,"Cullen, Nathan",2012-08-03,"D44-6-1 - Cullen, Nathan - Letter re Witness List - Questioning Phase - A2V5J1"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/833336,Coastal First Nations - Great Bear Initiative,2012-07-20,D35-25-4 - Coastal First Nations - Great Bear Initiative - Case Evidence #2 - A2V1W1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/832118,NEB,2012-07-16,"A2V0F4 - Jobs, Growth and Long-term Prosperity Act - Canadian Environmental Assessment Act, 2012"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/831397,NEB,2012-07-13,"A2U9R3 - Letter - Jobs, Growth and Long-term Prosperity Act - Establishment of time limits for section 52, 58, and 58.16 applications"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/829070,Panel-Commission,2012-07-04,A182-1 - Panel Letter - Procedural Direction #8 Final Hearings - A2U5X3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/828916,Vantage Pipeline Canada ULC,2012-07-04,A2U5R0 - Letter to NEB re Notice of Service and Publication
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/827655,NEB,2012-06-27,A2U4C5 - NGTL Approval of draft form of PPBoRs and Sample Notice for Publication
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/824151,NEB,2012-06-14,A2U0X1 - Lettre envoyée à Encana Corporation et Veresen Energy Infrastructure Inc autorisant la vente et l’achat des pipelines Tupper
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/823488,NEB,2012-06-08,"A2T9T2 - Letter to Vantage Pipeline Canada - Certificate OC-059 - Draft PPBoR, Media Plans and Proposed Minor Route Adjustments"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/823442,Haisla Nation,2012-06-08,"D80-47-1 - Haisla Nation - Corrections to Phonetic Misspellings in the Transcript of Haisla Nation Oral Evidence, January 10, 2012 - A2T9T6"
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/823070,NOVA Gas Transmission Ltd.,2012-06-06,A2T8Z1 - 20 - Timberwolf BoR English - Sample Sheet 3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/823067,NOVA Gas Transmission Ltd.,2012-06-06,A2T8Z0 - 19 - Kyklo BoR English - Sample Sheet 2
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822977,NOVA Gas Transmission Ltd.,2012-06-06,A2T8Y6 - 15 - Public Notice - English
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822974,NOVA Gas Transmission Ltd.,2012-06-06,A2T8Y5 - 14 - Attachment 3 Divider - Sample Public Notices
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822910,NOVA Gas Transmission Ltd.,2012-06-06,A2T8X5 - 04 - Attachment 1 to English Landowner Notice - Overview Map
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822907,NOVA Gas Transmission Ltd.,2012-06-06,A2T8X4 - 03 - Notice to Landowner - English
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822875,NEB,2012-06-06,A2T8V1 - Letter to the Government of Beaver Lake regarding submission dated 28 May 2012
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822862,NOVA Gas Transmission Ltd.,2012-06-06,A2T8Y9 - 18 - Cranberry BoR English - Sample Sheet 1
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822853,NOVA Gas Transmission Ltd.,2012-06-06,A2T8X7 - 06 - Attachment 2 to English Landowner Notice - Kyklo Map
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822850,NOVA Gas Transmission Ltd.,2012-06-06,A2T8X3 - 02 - Attachment 1 Divider - Landowner Notice English
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822754,NOVA Gas Transmission Ltd.,2012-06-06,A2T8X8 - 07 - Attachment 2 to English Landowner Notice - Timberwolf Map
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822751,NOVA Gas Transmission Ltd.,2012-06-06,A2T8X6 - 05 - Attachment 2 to English Landowner Notice - Cranberry Map
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822748,NOVA Gas Transmission Ltd.,2012-06-06,A2T8X2 - 01 - Cover Letter s34 Notices NWML
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/822499,Emera Energy Inc.,2012-06-04,A2T8G8 - Letter - proof of publication
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/819115,"Blake, Cassels and Graydon LLP",2012-05-25,A2T5Q5 - Letter
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/819083,AltaGas Ltd.,2012-05-25,A2T5R7 - AltaGas Ltd. Request for Intervenor Status
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/818874,NEB,2012-05-24,A26-1 - Letter and Procedural Directives - RH-003-2011 - A2T5H3
https://apps.cer-rec.gc.ca/REGDOCS/File/Download/818420,Vantage Pipeline Canada ULC,2012-05-23,"A2T4K3 - Revised PPBoR, Sample Section 34 Notices and Publication Plan Letter"
